   -0.258717    -1.226706     0.452321    -0.762945    -2.310199    -2.298874    -0.486479    -3.384175     0.568233      1
   -1.546870    -1.786897    -1.029885     2.820883     3.845417     1.241724     0.106930     0.773393     2.342228      1
    2.931621    -0.127580     1.484716    -2.833586    -1.213898    -3.998555    -3.127442    -0.997484     0.700212      1
   -1.826973    -0.936427     0.239145    -1.579007    -0.003957    -1.822063    -3.268119    -3.901599     0.374401      1
    1.618149    -0.230696     0.489286     1.291968     0.506529     0.230111    -5.228194    -4.113058    -0.245790      1
    0.558206     0.006042     0.183901    -0.428357    -0.061041    -1.409976    -1.086702    -0.275794     1.330509      1
    1.075410    -2.337674    -2.204446    -0.661980     0.502757    -1.241850    -1.468461    -3.168138     1.052573      1
    1.609544     0.508099     1.893250    -2.250574     1.154412    -3.243946    -3.007064    -4.154269    -0.522277      1
   -0.796371    -0.841581    -1.684441    -0.036993     1.282499    -0.135525     0.729829    -1.985002    -0.146483      1
    0.151258    -0.635148    -1.339301    -0.349005     0.381699    -1.597573    -2.124921    -2.483720     1.596687      1
   -1.241824    -2.418346    -2.830015     1.267046    -1.002757     0.680510    -1.526192    -2.055849    -0.121109      1
   -0.200969    -1.440980    -0.829674    -2.007449    -0.754646    -2.644616    -0.687179    -2.155339     2.701291      1
   -1.005698    -1.623379    -1.355797     0.425128    -2.188308    -1.911506    -3.982896    -3.541246    -1.113943      1
   -0.512712    -0.863620     0.640589     2.493804     0.261328    -1.829315    -1.563805    -3.819110    -2.321541      1
    0.553161    -2.727495    -1.173607     0.825032     0.886833     0.715458    -2.050582     0.155636     1.388092      1
   -1.738493    -0.183023    -1.104775    -0.674379     1.298877    -1.300912    -3.523927    -2.737110     2.764206      1
    0.028628    -1.239041     2.571787    -1.192163    -0.095867    -2.149585    -0.013878    -0.534727     3.242012      1
   -0.652718    -0.177246     3.345325     1.645411     0.639760     0.353155    -0.753974    -0.777781     1.441843      1
   -0.651977     0.224500     0.771575    -0.021573     1.625046    -0.552774    -3.946147    -4.216451    -0.271598      1
   -0.143347    -1.062300     0.102880     2.883556     5.528651     2.211410     0.823151     1.081132     2.640111      1
   -0.347816    -1.025495    -0.904946    -0.757900     0.244413    -1.547242    -2.588349    -3.355263     0.787352      1
    2.100962     0.585138    -0.860166     1.468027     1.497396    -1.793372    -1.366305    -1.723957     0.269171      1
   -1.541608    -2.821346    -3.527047     0.383130     2.332115     1.435138    -0.321002    -1.346781     3.496678      1
   -0.490465    -1.239776    -0.012059     0.800428     1.750200     0.020632    -3.567320    -4.760120    -2.283985      1
    0.239588    -0.935029    -3.149163    -1.108091    -2.015448    -2.801897    -5.570782    -4.884136    -1.661237      1
   -0.801769    -1.999351    -3.628518     1.722368    -0.139818    -0.155554    -0.129124    -2.363266     0.771880      1
    0.673157    -0.836053     1.827776     0.620369    -1.098648    -3.629500    -2.590299    -3.778430     0.875218      1
   -1.038208    -3.930358    -1.540331    -2.237424    -1.881227    -3.624815    -2.751576    -2.914681     0.963804      1
    0.561558    -0.653313     1.136453     0.454565     1.239911    -1.049182    -1.836741    -2.645033     0.793063      1
    0.683431    -2.314935    -2.018165    -0.125217    -1.100639    -3.508837    -3.802351    -2.847251     0.490784      1
    2.730861     2.910053     4.355840     1.439621     1.587042     1.316755     0.256361     2.161513     2.012404      2
    2.127284     3.330865     1.738629     0.334336     0.706456     2.308018     0.659814     3.394918     3.090893      2
   -2.050644     0.403464    -1.422830     3.568150     2.574250     2.656635     1.425315     2.434939     2.768671      2
   -2.171658     0.042150    -2.782391     2.434573     0.971207     1.037113     0.576828     2.680637     2.415803      2
    2.105317     4.354750     2.010686     3.958844     3.911373     4.403087    -0.133986     2.836728     0.913752      2
    1.570744     1.363372    -0.351061     0.760755     2.429771     0.782381    -1.435150    -2.329307     0.096333      2
    0.588437     1.787218    -0.104164    -0.251545    -0.004372    -0.864891     0.680999     1.082616     0.462145      2
    0.715696     2.989260     0.672488     1.525629     0.653478     1.304788     2.985203     1.377242     1.985305      2
   -0.767091     1.858154     0.694548    -0.184464     0.568774    -0.172952     0.240431     2.710177     2.405111      2
   -0.856342    -0.263003    -2.320805     0.699960     0.335698     0.672061     0.531345     1.628484     2.300007      2
   -0.747916    -0.886602    -0.255800    -0.032614     0.946811     1.360001     0.861064     3.318725     4.068636      2
    3.467725     3.117516    -0.021505    -0.540636    -0.385743    -1.408736     2.327833     4.252678     2.449699      2
    3.097355     5.216533     1.352826    -1.283925     0.732037     1.192547     0.139372    -1.035150     1.777787      2
    2.654819     1.176993     0.494651     0.186408    -0.472148     0.389204     0.849498     0.491717     3.566009      2
    2.230710     2.010412     1.155663     1.950497     0.787130     1.496434     2.838672     1.913538     4.994141      2
    0.760703     0.457979     1.258933     0.100016     0.273003     0.168883     1.757923     1.662952     2.346180      2
    2.649629     5.071993     0.600307     0.069366     2.476969     1.224973    -1.669407    -0.565660     2.235684      2
    1.174818     0.948343     0.513723     2.825185     2.442541     0.696407     2.472769     0.339452     1.877443      2
   -1.046228     0.840516    -2.264701     1.100689     1.902136     2.233307    -0.630018     0.868811     1.803834      2
    3.322867     2.814400     0.368894     1.476259     1.599171     1.547106     0.782929     1.444541     2.402886      2
    2.877935     1.046803    -2.102053     0.171840    -0.987182    -1.774842     1.989458     3.949899     1.811706      2
    4.078823     3.403162     1.263010     3.095284     4.672247     3.769838     1.730721     1.207278     2.429199      2
   -0.200244     1.873497    -0.462118     1.175505     0.905731     0.860064    -0.034505     0.123176     1.574430      2
   -0.030187     1.446175    -0.122460     1.235278    -0.678341    -0.512221    -2.070087    -0.795122    -0.506353      2
   -0.510142     1.335023    -1.014370    -0.650696    -0.277762    -0.636432    -1.727934    -1.256874    -0.460600      2
    2.733811     1.154568    -0.618238     2.593180     2.039374     1.487515     0.212085     1.728308     3.327899      2
   -0.079659    -0.011462    -2.912111     0.524984    -0.174735     3.026816     1.257608     1.903642     3.979551      2
    1.885109     2.411983     0.595205     1.969799     3.968326     0.156920    -1.958639     0.465867    -1.872232      2
    2.125815     0.917202    -0.983130     2.425082     0.744992     1.627665     1.868484     1.635834     3.756082      2
    0.966424     1.603095     1.146390     0.627533     0.355391    -1.373929     1.583713     1.200409     0.648454      2
   -0.875037     0.604308    -1.703176    -1.016970     1.051690     1.126223    -0.675928     0.365808    -0.224938      3
    0.839495    -0.146474     3.481747    -0.024865     0.672431    -1.927000    -0.859674     0.819243     1.477063      3
